(0,1628)	(1628,1643)	(1643,42)	(42,1183)	(1183,229)	(229,239)	(239,175)	(175,959)	(959,773)	(773,176)	(176,456)	(456,2234)	(2234,1230)	(1230,2541)	(2541,2411)	(2411,1309)	(1309,1164)	(1164,2431)	(2431,2256)	(2256,2779)	(2779,1909)	(1909,1309)	(1309,1579)	(1579,1464)	(1464,1109)	(1109,573)	(573,682)	(682,1816)	(1816,1309)
(0,198)	(198,1951)	(1951,41)	(41,1784)	(1784,2069)	(2069,2508)	(2508,2259)	(2259,1791)	(1791,2551)	(2551,2369)	(2369,516)	(516,1600)	(1600,697)	(697,2872)	(2872,1955)	(1955,800)	(800,550)	(550,579)	(579,393)	(393,312)	(312,1981)	(1981,42)	(42,1462)	(1462,1160)	(1160,1464)	(1464,1579)	(1579,2876)	(2876,43)	(43,148)
(0,1964)	(1964,2809)	(2809,271)	(271,1645)	(1645,1570)	(1570,516)	(516,695)	(695,1954)	(1954,1221)	(1221,1183)	(1183,1300)	(1300,998)	(998,1332)	(1332,1994)	(1994,1289)	(1289,150)	(150,968)	(968,66)	(66,677)	(677,110)	(110,2889)	(2889,773)	(773,2527)	(2527,804)	(804,2505)	(2505,34)	(34,526)	(526,659)	(659,2054)
(0,1591)	(1591,703)	(703,2532)	(2532,1392)	(1392,286)	(286,2214)	(2214,1683)	(1683,2052)	(2052,1994)	(1994,1570)	(1570,936)	(936,375)	(375,73)	(73,333)	(333,319)	(319,460)	(460,2956)	(2956,1098)	(1098,175)	(175,995)	(995,1369)	(1369,1965)	(1965,663)	(663,2505)	(2505,34)	(34,695)	(695,2384)	(2384,572)	(572,1891)
(0,2256)	(2256,390)	(390,2298)	(2298,2012)	(2012,2402)	(2402,1085)	(1085,1735)	(1735,1)	(1,152)	(152,1)	(1,4)	(4,1464)	(1464,1109)	(1109,696)	(696,1285)	(1285,829)	(829,1754)	(1754,1533)	(1533,2726)	(2726,87)	(87,1830)	(1830,103)	(103,599)	(599,2068)	(2068,858)	(858,73)	(73,542)	(542,281)	(281,816)
(0,59)	(59,2882)	(2882,2804)	(2804,894)	(894,2802)	(2802,573)	(573,1367)	(1367,2849)	(2849,1367)	(1367,573)	(573,516)	(516,2346)	(2346,1035)	(1035,1856)	(1856,1472)	(1472,330)	(330,666)	(666,261)	(261,921)	(921,2290)	(2290,1528)	(1528,1324)	(1324,1570)	(1570,1962)	(1962,1570)	(1570,2236)	(2236,120)	(120,2387)	(2387,995)
(0,1255)	(1255,993)	(993,1214)	(1214,637)	(637,52)	(52,2296)	(2296,52)	(52,1623)	(1623,2478)	(2478,87)	(87,1018)	(1018,805)	(805,1889)	(1889,971)	(971,1526)	(1526,376)	(376,1526)	(1526,543)	(543,136)	(136,543)	(543,1389)	(1389,689)	(689,233)	(233,748)	(748,460)	(460,1570)	(1570,1628)	(1628,1307)	(1307,181)
(0,723)	(723,41)	(41,322)	(322,23)	(23,333)	(333,1952)	(1952,17)	(17,1886)	(1886,2358)	(2358,358)	(358,516)	(516,769)	(769,751)	(751,446)	(446,2017)	(2017,476)	(476,1043)	(1043,67)	(67,38)	(38,2600)	(2600,747)	(747,2674)	(2674,747)	(747,537)	(537,1611)	(1611,2214)	(2214,1531)	(1531,2206)	(2206,175)
(0,2632)	(2632,1174)	(1174,1452)	(1452,838)	(838,2533)	(2533,850)	(850,2600)	(2600,864)	(864,1686)	(1686,2084)	(2084,2369)	(2369,2452)	(2452,2680)	(2680,2653)	(2653,419)	(419,1784)	(1784,1818)	(1818,641)	(641,176)	(176,448)	(448,617)	(617,2000)	(2000,617)	(617,585)	(585,2252)	(2252,2647)	(2647,204)	(204,76)	(76,77)
(0,2102)	(2102,1980)	(1980,2897)	(2897,125)	(125,1747)	(1747,2515)	(2515,1702)	(1702,2074)	(2074,456)	(456,674)	(674,2031)	(2031,1384)	(1384,0)	(0,1001)	(1001,2042)	(2042,184)	(184,139)	(139,494)	(494,2495)	(2495,307)	(307,1023)	(1023,1666)	(1666,499)	(499,674)	(674,663)	(663,0)	(0,73)	(73,2336)	(2336,601)
