(2,402)	(402,131)	(131,2493)	(2493,1220)	(1220,684)	(684,661)	(661,1943)	(1943,103)	(103,2813)	(2813,1085)	(1085,1690)	(1690,1098)	(1098,1912)	(1912,2735)	(2735,1953)	(1953,2852)	(2852,58)	(58,901)	(901,1938)	(1938,1741)	(1741,732)	(732,1741)	(1741,967)	(967,1654)	(1654,750)	(750,0)	(0,72)	(72,66)	(66,905)
(2,157)	(157,34)	(34,747)	(747,1640)	(1640,1754)	(1754,660)	(660,2034)	(2034,563)	(563,175)	(175,2963)	(2963,667)	(667,34)	(34,1951)	(1951,28)	(28,6)	(6,35)	(35,872)	(872,2490)	(2490,872)	(872,486)	(486,923)	(923,1882)	(1882,1603)	(1603,2128)	(2128,523)	(523,656)	(656,651)	(651,589)	(589,1822)
(2,1389)	(1389,2188)	(2188,1690)	(1690,48)	(48,577)	(577,1712)	(1712,262)	(262,356)	(356,1057)	(1057,1757)	(1757,28)	(28,159)	(159,330)	(330,1183)	(1183,1745)	(1745,2252)	(2252,1632)	(1632,874)	(874,667)	(667,296)	(296,666)	(666,67)	(67,2642)	(2642,599)	(599,1635)	(1635,392)	(392,1765)	(1765,2001)	(2001,1172)
(2,68)	(68,621)	(621,899)	(899,1891)	(1891,2415)	(2415,2086)	(2086,970)	(970,1981)	(1981,1312)	(1312,841)	(841,2028)	(2028,103)	(103,28)	(28,1951)	(1951,985)	(985,1566)	(1566,2224)	(2224,2671)	(2671,1309)	(1309,2330)	(2330,193)	(193,2785)	(2785,119)	(119,24)	(24,1784)	(1784,617)	(617,648)	(648,1309)	(1309,2442)
(2,184)	(184,193)	(193,990)	(990,1309)	(1309,2655)	(2655,1659)	(1659,724)	(724,72)	(72,159)	(159,34)	(34,1690)	(1690,2053)	(2053,2872)	(2872,764)	(764,2277)	(2277,271)	(271,635)	(635,220)	(220,2813)	(2813,2352)	(2352,468)	(468,1960)	(1960,1013)	(1013,800)	(800,1556)	(1556,2635)	(2635,790)	(790,786)	(786,0)
(2,635)	(635,2731)	(2731,1777)	(1777,915)	(915,506)	(506,2248)	(2248,1217)	(1217,2767)	(2767,1220)	(1220,684)	(684,1996)	(1996,724)	(724,504)	(504,1158)	(1158,2834)	(2834,2927)	(2927,1467)	(1467,735)	(735,1734)	(1734,145)	(145,2064)	(2064,2426)	(2426,943)	(943,1611)	(1611,921)	(921,442)	(442,1427)	(1427,223)	(223,2723)
(2,2686)	(2686,1459)	(1459,2499)	(2499,2703)	(2703,1186)	(1186,358)	(358,1673)	(1673,2452)	(2452,217)	(217,1227)	(1227,217)	(217,2589)	(2589,0)	(0,2488)	(2488,41)	(41,486)	(486,1781)	(1781,2700)	(2700,1129)	(1129,2527)	(2527,103)	(103,1279)	(1279,1374)	(1374,1478)	(1478,580)	(580,84)	(84,85)	(85,1546)	(1546,510)
(2,226)	(226,890)	(890,2158)	(2158,1388)	(1388,845)	(845,2902)	(2902,1712)	(1712,42)	(42,914)	(914,6)	(6,2841)	(2841,187)	(187,2649)	(2649,347)	(347,897)	(897,347)	(347,2008)	(2008,1138)	(1138,1043)	(1043,766)	(766,2642)	(2642,630)	(630,604)	(604,1683)	(1683,2858)	(2858,224)	(224,1994)	(1994,1734)	(1734,309)
(2,46)	(46,2527)	(2527,773)	(773,243)	(243,1614)	(1614,206)	(206,1135)	(1135,2422)	(2422,1135)	(1135,2771)	(2771,2463)	(2463,878)	(878,2809)	(2809,622)	(622,2560)	(2560,2886)	(2886,769)	(769,106)	(106,1179)	(1179,2252)	(2252,1350)	(1350,1513)	(1513,132)	(132,842)	(842,54)	(54,2858)	(2858,1207)	(1207,1356)	(1356,401)
(2,157)	(157,972)	(972,157)	(157,103)	(103,372)	(372,2339)	(2339,861)	(861,2054)	(2054,794)	(794,889)	(889,666)	(666,692)	(692,1972)	(1972,2068)	(2068,1361)	(1361,1633)	(1633,2493)	(2493,516)	(516,723)	(723,0)	(0,1060)	(1060,1330)	(1330,2353)	(2353,1914)	(1914,400)	(400,205)	(205,53)	(53,952)	(952,769)
(2,43)	(43,2140)	(2140,870)	(870,72)	(72,209)	(209,1380)	(1380,2793)	(2793,1030)	(1030,0)	(0,1644)	(1644,131)	(131,2107)	(2107,556)	(556,529)	(529,214)	(214,2304)	(2304,1185)	(1185,1614)	(1614,1041)	(1041,206)	(206,147)	(147,108)	(108,11)	(11,2291)	(2291,1533)	(1533,1943)	(1943,661)	(661,2763)	(2763,14)
(2,108)	(108,835)	(835,1045)	(1045,92)	(92,995)	(995,1231)	(1231,406)	(406,659)	(659,597)	(597,826)	(826,2828)	(2828,145)	(145,1419)	(1419,2322)	(2322,1438)	(1438,1052)	(1052,2131)	(2131,2953)	(2953,1289)	(1289,2613)	(2613,1786)	(1786,1020)	(1020,92)	(92,516)	(516,1724)	(1724,46)	(46,839)	(839,1854)	(1854,377)
(2,2188)	(2188,1084)	(1084,381)	(381,327)	(327,1954)	(1954,747)	(747,106)	(106,1035)	(1035,2600)	(2600,2801)	(2801,521)	(521,1119)	(1119,175)	(175,2739)	(2739,1266)	(1266,347)	(347,1734)	(1734,1300)	(1300,2410)	(2410,60)	(60,983)	(983,2575)	(2575,765)	(765,2789)	(2789,2519)	(2519,545)	(545,1925)	(1925,294)	(294,1925)
(2,211)	(211,1691)	(1691,2945)	(2945,2631)	(2631,2955)	(2955,6)	(6,1064)	(1064,694)	(694,1309)	(1309,2630)	(2630,1405)	(1405,2219)	(2219,115)	(115,1279)	(1279,387)	(387,368)	(368,103)	(103,1669)	(1669,1122)	(1122,874)	(874,633)	(633,28)	(28,58)	(58,2078)	(2078,325)	(325,119)	(119,1158)	(1158,10)	(10,67)
