(2,103)	(103,1250)	(1250,2703)	(2703,578)	(578,119)	(119,16)	(16,1965)	(1965,633)	(633,1909)	(1909,72)	(72,58)	(58,39)	(39,29)	(29,1566)	(1566,9)	(9,247)	(247,0)	(0,475)	(475,2098)	(2098,1875)	(1875,932)	(932,1050)	(1050,1690)	(1690,1392)	(1392,286)	(286,506)	(506,1369)	(1369,1570)	(1570,505)
(2,1844)	(1844,533)	(533,347)	(347,855)	(855,229)	(229,1592)	(1592,2)	(2,223)	(223,299)	(299,71)	(71,21)	(21,209)	(209,1566)	(1566,9)	(9,2823)	(2823,67)	(67,66)	(66,115)	(115,1528)	(1528,2219)	(2219,176)	(176,1229)	(1229,2439)	(2439,1054)	(1054,2439)	(2439,773)	(773,8)	(8,1056)	(1056,1534)
(2,2206)	(2206,1420)	(1420,142)	(142,598)	(598,184)	(184,156)	(156,963)	(963,179)	(179,1016)	(1016,1551)	(1551,1080)	(1080,1722)	(1722,212)	(212,206)	(206,2016)	(2016,2652)	(2652,2054)	(2054,1726)	(1726,2299)	(2299,103)	(103,236)	(236,424)	(424,742)	(742,1474)	(1474,636)	(636,389)	(389,2221)	(2221,87)	(87,834)
(2,442)	(442,1427)	(1427,529)	(529,273)	(273,342)	(342,1270)	(1270,97)	(97,1651)	(1651,768)	(768,1119)	(1119,2102)	(2102,2347)	(2347,1741)	(1741,1488)	(1488,2703)	(2703,2908)	(2908,2506)	(2506,1570)	(1570,2956)	(2956,1566)	(1566,827)	(827,17)	(17,1071)	(1071,1119)	(1119,2665)	(2665,591)	(591,1438)	(1438,0)	(0,221)
(2,2828)	(2828,2916)	(2916,2929)	(2929,2916)	(2916,1610)	(1610,805)	(805,1282)	(1282,2360)	(2360,1282)	(1282,1643)	(1643,2064)	(2064,2641)	(2641,477)	(477,43)	(43,2725)	(2725,2058)	(2058,336)	(336,132)	(132,598)	(598,2299)	(2299,1482)	(1482,1611)	(1611,1671)	(1671,2392)	(2392,1183)	(1183,1438)	(1438,652)	(652,193)	(193,1596)
(2,543)	(543,136)	(136,313)	(313,74)	(74,81)	(81,597)	(597,735)	(735,635)	(635,2234)	(2234,385)	(385,66)	(66,1)	(1,129)	(129,2778)	(2778,1096)	(1096,180)	(180,800)	(800,187)	(187,951)	(951,406)	(406,1650)	(1650,508)	(508,584)	(584,2155)	(2155,718)	(718,1231)	(1231,1630)	(1630,874)	(874,2076)
(2,118)	(118,99)	(99,642)	(642,1254)	(1254,2042)	(2042,890)	(890,1664)	(1664,73)	(73,15)	(15,429)	(429,1843)	(1843,2836)	(2836,2550)	(2550,1230)	(1230,2234)	(2234,1915)	(1915,103)	(103,372)	(372,2339)	(2339,2145)	(2145,1309)	(1309,1970)	(1970,709)	(709,2739)	(2739,2124)	(2124,1805)	(1805,1923)	(1923,81)	(81,522)
(2,771)	(771,1570)	(1570,1039)	(1039,1121)	(1121,769)	(769,952)	(952,383)	(383,39)	(39,29)	(29,985)	(985,11)	(11,188)	(188,2258)	(2258,2459)	(2459,905)	(905,330)	(330,1347)	(1347,2424)	(2424,2368)	(2368,2649)	(2649,809)	(809,2945)	(2945,809)	(809,2631)	(2631,1438)	(1438,1052)	(1052,2131)	(2131,2064)	(2064,513)
(2,226)	(226,1166)	(1166,895)	(895,1889)	(1889,2219)	(2219,976)	(976,496)	(496,516)	(516,32)	(32,462)	(462,2623)	(2623,2391)	(2391,1367)	(1367,894)	(894,1807)	(1807,2016)	(2016,2048)	(2048,184)	(184,306)	(306,174)	(174,611)	(611,1141)	(1141,717)	(717,992)	(992,2299)	(2299,1953)	(1953,2473)	(2473,1339)	(1339,2473)
(2,8)	(8,2642)	(2642,1374)	(1374,1279)	(1279,115)	(115,386)	(386,1261)	(1261,1351)	(1351,330)	(330,97)	(97,80)	(80,90)	(90,231)	(231,957)	(957,1600)	(1600,516)	(516,2268)	(2268,2635)	(2635,2110)	(2110,1343)	(1343,1690)	(1690,1638)	(1638,48)	(48,1448)	(1448,1476)	(1476,838)	(838,459)	(459,2469)	(2469,1776)
(2,2882)	(2882,215)	(215,2291)	(2291,2724)	(2724,2245)	(2245,2750)	(2750,2686)	(2686,1459)	(1459,2368)	(2368,1847)	(1847,1938)	(1938,1984)	(1984,1839)	(1839,934)	(934,1550)	(1550,1427)	(1427,489)	(489,478)	(478,538)	(538,1456)	(1456,529)	(529,29)	(29,2024)	(2024,107)	(107,95)	(95,152)	(152,205)	(205,1354)	(1354,144)
(2,1669)	(1669,1832)	(1832,1265)	(1265,1309)	(1309,1260)	(1260,422)	(422,1260)	(1260,1743)	(1743,64)	(64,1624)	(1624,2252)	(2252,1198)	(1198,2579)	(2579,74)	(74,2528)	(2528,1896)	(1896,2453)	(2453,167)	(167,1437)	(1437,1125)	(1125,2730)	(2730,193)	(193,1954)	(1954,1784)	(1784,1462)	(1462,1495)	(1495,410)	(410,990)	(990,58)
(2,2233)	(2233,1048)	(1048,167)	(167,1517)	(1517,2744)	(2744,2117)	(2117,356)	(356,262)	(262,2758)	(2758,729)	(729,2384)	(2384,58)	(58,2852)	(2852,2616)	(2616,2452)	(2452,1910)	(1910,200)	(200,548)	(548,2818)	(2818,548)	(548,184)	(184,2206)	(2206,578)	(578,43)	(43,1003)	(1003,492)	(492,1892)	(1892,445)	(445,1166)
(2,2248)	(2248,742)	(742,2856)	(2856,1395)	(1395,424)	(424,1478)	(1478,1863)	(1863,0)	(0,501)	(501,421)	(421,1889)	(1889,2889)	(2889,386)	(386,581)	(581,1018)	(1018,1954)	(1954,286)	(286,460)	(460,2193)	(2193,2813)	(2813,193)	(193,166)	(166,2073)	(2073,1230)	(1230,967)	(967,2098)	(2098,1830)	(1830,87)	(87,467)
(2,174)	(174,29)	(29,156)	(156,1961)	(1961,125)	(125,257)	(257,2816)	(2816,369)	(369,13)	(13,2703)	(2703,1623)	(1623,727)	(727,967)	(967,1236)	(1236,1564)	(1564,772)	(772,1144)	(1144,2130)	(2130,2336)	(2336,1658)	(1658,1533)	(1533,2877)	(2877,1909)	(1909,440)	(440,522)	(522,461)	(461,959)	(959,1088)	(1088,440)
(2,2828)	(2828,2712)	(2712,48)	(48,2006)	(2006,198)	(198,384)	(384,1175)	(1175,2357)	(2357,1035)	(1035,2081)	(2081,2234)	(2234,1043)	(1043,1688)	(1688,2285)	(2285,1666)	(1666,2398)	(2398,188)	(188,1124)	(1124,43)	(43,257)	(257,746)	(746,257)	(257,66)	(66,159)	(159,1684)	(1684,2275)	(2275,1840)	(1840,1096)	(1096,583)
