0	34	1
0	2739	1
0	1818	1
0	1309	1
0	456	1
1	1309	1
1	46	1
1	34	1
1	1478	1
1	66	1
2	392	1
2	8	1
2	516	1
2	0	1
2	41	1
3	1309	1
3	0	1
3	8	1
3	330	1
3	46	1
4	1309	1
4	2703	1
4	0	1
4	72	1
4	330	1
5	1309	1
5	8	1
5	0	1
5	516	1
5	1478	1
6	1309	1
6	2600	1
6	9	1
6	1570	1
6	2214	1
